index,number_of_siblings,direct_admission,CCA,learning_style,student_id,gender,tuition,final_test,n_male,n_female,age,hours_per_week,attendance_rate,sleep_time,wake_time,mode_of_transport,bag_color
7500,1,Yes,None,Visual,DZ1RVN,Female,No,84.0,12.0,5.0,16.0,8.0,94.0,22:30,6:30,private transport,yellow
7501,1,Yes,Sports,Auditory,H2292K,Male,Yes,70.0,13.0,8.0,16.0,7.0,95.0,21:30,5:30,public transport,black
7502,1,No,Arts,Visual,1CB16R,Female,No,57.0,2.0,28.0,15.0,5.0,92.0,21:00,5:00,public transport,red
7503,0,No,Clubs,Visual,JDXCLM,Male,No,80.0,16.0,8.0,15.0,7.0,98.0,22:30,6:30,private transport,red
7504,1,No,Arts,Visual,8Q6DB7,Male,No,78.0,14.0,11.0,15.0,10.0,98.0,22:00,6:00,private transport,green
7505,1,No,Clubs,Visual,SRFZPX,Male,No,55.0,22.0,4.0,15.0,9.0,91.0,23:00,7:00,walk,black
7506,2,No,None,Visual,91PRC6,Male,No,78.0,12.0,5.0,15.0,7.0,,23:00,7:00,walk,white
7507,1,No,None,Visual,DMF58B,Female,Yes,69.0,8.0,16.0,15.0,20.0,91.0,22:30,6:30,private transport,red
7508,1,Yes,Clubs,Visual,LBTSZK,Female,Yes,93.0,8.0,13.0,16.0,9.0,93.0,21:00,5:00,public transport,yellow
7509,0,Yes,None,Visual,JYVXX4,Female,No,83.0,10.0,10.0,15.0,8.0,91.0,22:00,6:00,private transport,black
7510,2,No,None,Visual,KLXCCN,Female,Yes,81.0,6.0,11.0,15.0,7.0,93.0,21:30,5:30,public transport,blue
7511,0,No,None,Auditory,ZUGVXE,Female,No,67.0,24.0,3.0,16.0,9.0,91.0,21:30,5:30,public transport,red
7512,2,No,SPORTS,Visual,EZE87F,Male,Yes,72.0,18.0,4.0,15.0,7.0,93.0,22:00,6:00,private transport,blue
7513,1,No,Clubs,Auditory,QTBRFY,Female,Yes,57.0,15.0,15.0,15.0,13.0,92.0,21:00,5:00,public transport,blue
7514,0,No,None,Auditory,MJ2ICM,Female,Yes,94.0,9.0,12.0,15.0,10.0,93.0,23:00,7:00,walk,white
7515,0,Yes,None,Visual,W2DRB5,Female,Yes,81.0,4.0,12.0,16.0,8.0,96.0,22:30,6:30,private transport,green
7516,1,Yes,None,Visual,MRG2U0,Female,Yes,92.0,8.0,13.0,15.0,9.0,98.0,23:00,7:00,walk,white
7517,0,No,Sports,Visual,P7T1MS,Male,No,90.0,18.0,5.0,15.0,9.0,90.0,21:30,5:30,public transport,blue
7518,1,Yes,Clubs,Auditory,YEKK6E,Male,No,43.0,19.0,5.0,16.0,7.0,100.0,22:00,6:00,private transport,red
7519,0,No,Sports,Auditory,YUHR0R,Male,Yes,67.0,14.0,7.0,16.0,10.0,93.0,22:00,6:00,private transport,green
7520,2,Yes,Arts,Auditory,M47L4O,Female,No,46.0,23.0,1.0,16.0,8.0,68.0,0:30,6:30,private transport,green
7521,0,Yes,None,Visual,VXL315,Male,No,81.0,15.0,0.0,16.0,9.0,92.0,23:00,7:00,walk,yellow
7522,0,Yes,None,Visual,QQOU4Z,Male,No,85.0,14.0,6.0,16.0,8.0,91.0,21:30,5:30,public transport,black
7523,1,No,Arts,Auditory,IIFQB7,Female,No,46.0,22.0,2.0,16.0,8.0,96.0,21:00,5:00,public transport,white
7524,2,No,Sports,Auditory,AT80Q0,Female,Yes,70.0,14.0,7.0,15.0,19.0,92.0,21:30,5:30,public transport,yellow
7525,2,No,Clubs,Visual,CB3TWK,Male,No,70.0,13.0,10.0,16.0,12.0,97.0,22:00,6:00,private transport,blue
7526,2,No,Arts,Visual,KXDBXA,Male,No,62.0,11.0,9.0,15.0,18.0,97.0,22:30,6:30,private transport,blue
7527,0,No,None,Visual,MMWVIP,Female,Yes,90.0,17.0,6.0,15.0,6.0,91.0,23:00,7:00,walk,white
7528,1,No,Sports,Visual,4DR8FO,Female,Yes,56.0,20.0,8.0,16.0,14.0,90.0,23:00,6:00,private transport,green
7529,1,No,Sports,Visual,P3TYAK,Female,No,54.0,4.0,26.0,16.0,13.0,96.0,21:00,5:00,public transport,green
7530,1,Yes,Clubs,Visual,59TP3R,Male,Yes,77.0,13.0,4.0,16.0,8.0,98.0,21:00,5:00,public transport,yellow
7531,2,No,None,Visual,06BE2E,Female,No,79.0,10.0,7.0,16.0,9.0,91.0,22:00,5:00,public transport,blue
7532,0,Yes,Sports,Visual,KBGBUZ,Female,Yes,85.0,17.0,0.0,16.0,9.0,,21:00,5:00,public transport,yellow
7533,2,No,None,Auditory,ZGGAY0,Male,Yes,68.0,21.0,0.0,16.0,14.0,91.0,21:00,5:00,public transport,black
7534,1,No,Sports,Auditory,982DPP,Male,N,51.0,20.0,4.0,16.0,4.0,90.0,21:30,5:30,public transport,blue
7535,2,No,Arts,Visual,K2YJXB,Female,No,70.0,19.0,4.0,15.0,15.0,96.0,21:30,5:30,public transport,green
7536,1,No,None,Auditory,D5EC4R,Female,No,63.0,2.0,25.0,16.0,18.0,97.0,23:00,7:00,walk,white
7537,1,Yes,Clubs,Visual,U49M54,Female,Yes,79.0,5.0,12.0,16.0,7.0,97.0,22:30,6:30,private transport,black
7538,0,No,None,Visual,NDGDV4,Male,No,91.0,17.0,1.0,15.0,8.0,96.0,21:30,5:30,public transport,yellow
7539,0,No,Arts,Auditory,Q5HCPT,Female,No,67.0,0.0,27.0,16.0,20.0,95.0,21:30,5:30,public transport,green
7540,0,No,Clubs,Auditory,0H7UJD,Female,No,55.0,5.0,16.0,16.0,10.0,91.0,22:30,6:30,private transport,red
7541,1,Yes,None,Visual,CHZTBM,Male,Yes,95.0,11.0,6.0,16.0,9.0,90.0,22:30,6:30,private transport,red
7542,1,Yes,Arts,Auditory,E7QGHW,Female,No,80.0,8.0,13.0,15.0,8.0,100.0,22:00,6:00,private transport,green
7543,1,No,Sports,Auditory,CSGJW4,Male,Yes,65.0,21.0,7.0,15.0,17.0,97.0,23:00,7:00,walk,black
7544,1,No,Arts,Auditory,RT8RFE,Female,No,51.0,12.0,12.0,16.0,17.0,91.0,23:00,7:00,walk,green
7545,0,No,Sports,Auditory,LSLX2H,Female,Yes,91.0,14.0,7.0,15.0,7.0,,22:30,6:30,private transport,white
7546,0,No,Clubs,Auditory,PPY2MC,Male,No,66.0,23.0,4.0,15.0,5.0,97.0,22:30,6:30,private transport,green
7547,1,Yes,Clubs,Visual,KE6ZVX,Male,Yes,95.0,17.0,0.0,16.0,7.0,99.0,23:00,7:00,walk,white
7548,0,Yes,Arts,Auditory,62VQKZ,Male,No,75.0,14.0,6.0,16.0,5.0,93.0,23:00,7:00,walk,white
7549,2,No,None,Auditory,S22IOV,Female,Yes,74.0,16.0,5.0,15.0,14.0,100.0,21:00,5:00,public transport,green
7550,1,No,Sports,Auditory,Q3R2ER,Male,No,59.0,22.0,5.0,16.0,18.0,93.0,21:30,5:30,public transport,yellow
7551,1,Yes,Clubs,Visual,L410MC,Female,Yes,49.0,14.0,16.0,15.0,1.0,59.0,23:30,5:30,public transport,white
7552,0,No,None,Auditory,WQJ1GT,Male,No,74.0,20.0,0.0,15.0,11.0,92.0,22:30,6:30,private transport,green
7553,2,No,Arts,Visual,X62BPB,Male,No,69.0,19.0,4.0,16.0,17.0,91.0,23:00,7:00,walk,yellow
7554,0,No,None,Auditory,JG46OY,Female,No,62.0,12.0,9.0,16.0,10.0,92.0,22:00,6:00,private transport,black
7555,0,Yes,Sports,Visual,EWVPG9,Male,Yes,87.0,18.0,2.0,15.0,8.0,92.0,23:00,7:00,walk,blue
7556,2,No,Clubs,Visual,4R4CEL,Female,Yes,82.0,11.0,8.0,15.0,8.0,98.0,21:30,5:30,public transport,black
7557,1,Yes,None,Visual,87R0JE,Male,Yes,88.0,15.0,2.0,15.0,7.0,96.0,21:30,5:30,public transport,blue
7558,0,No,Arts,Visual,RGCRSE,Female,Yes,78.0,12.0,12.0,16.0,7.0,,21:30,5:30,public transport,red
7559,0,No,None,Visual,AJ8MPC,Female,No,76.0,21.0,6.0,15.0,5.0,,22:00,5:00,public transport,white
7560,0,Yes,Arts,Auditory,8P9F42,Female,Yes,72.0,1.0,15.0,16.0,12.0,99.0,22:00,6:00,private transport,yellow
7561,0,No,Clubs,Visual,ZR7SO9,Female,Yes,93.0,5.0,13.0,16.0,9.0,96.0,23:00,7:00,walk,green
7562,2,No,Arts,Auditory,L0C42G,Female,No,45.0,20.0,3.0,15.0,4.0,93.0,23:00,7:00,walk,red
7563,0,No,Clubs,Auditory,AG9QB2,Female,Yes,,11.0,11.0,16.0,8.0,93.0,22:00,6:00,private transport,black
7564,0,No,Sports,Visual,O30W3W,Female,Yes,90.0,6.0,12.0,16.0,7.0,96.0,21:30,5:30,public transport,white
7565,2,No,None,Auditory,MNM81I,Female,Yes,67.0,23.0,0.0,16.0,11.0,92.0,21:30,5:30,public transport,black
7566,1,No,Sports,Auditory,TQ6V5N,Male,Yes,55.0,22.0,0.0,16.0,13.0,90.0,21:00,5:00,public transport,red
7567,1,Yes,None,Visual,UR0TAV,Female,Yes,91.0,21.0,0.0,16.0,9.0,94.0,21:30,5:30,public transport,blue
7568,1,No,Arts,Visual,LFKF6G,Female,No,47.0,16.0,14.0,16.0,7.0,58.0,1:00,6:00,private transport,black
7569,2,No,Clubs,Auditory,PKSWVI,Female,Yes,,14.0,7.0,15.0,6.0,91.0,23:00,7:00,walk,white
7570,0,No,None,Auditory,G7LPI7,Female,Yes,79.0,4.0,17.0,15.0,6.0,99.0,21:00,5:00,public transport,yellow
7571,1,No,SPORTS,Visual,BS84F8,Male,No,66.0,17.0,11.0,15.0,8.0,99.0,21:00,5:00,public transport,white
7572,1,No,None,Auditory,3HASGJ,Female,Yes,64.0,4.0,23.0,16.0,11.0,97.0,22:30,6:30,private transport,green
7573,2,No,Clubs,Visual,NI5EDN,Male,Yes,63.0,15.0,7.0,15.0,17.0,94.0,23:00,7:00,walk,black
7574,1,Yes,None,Visual,UMBHGA,Male,Yes,87.0,10.0,7.0,16.0,9.0,96.0,23:00,7:00,walk,black
7575,1,No,Sports,Auditory,OPQP3V,Male,Yes,45.0,13.0,15.0,15.0,2.0,57.0,1:30,6:30,private transport,blue
7576,0,No,None,Auditory,7UUC42,Female,Yes,81.0,1.0,21.0,16.0,5.0,91.0,21:30,5:30,public transport,blue
7577,1,No,Sports,Auditory,ZLIOWG,Female,No,50.0,20.0,5.0,6.0,1.0,74.0,0:00,7:00,walk,blue
7578,0,Yes,Arts,Visual,H95TPO,Male,No,74.0,15.0,0.0,15.0,8.0,96.0,21:30,5:30,public transport,red
7579,1,No,Clubs,Auditory,QK1PR5,Male,Yes,45.0,15.0,9.0,15.0,3.0,82.0,0:00,7:00,walk,red
7580,2,No,Clubs,Auditory,MR28H1,Male,No,43.0,23.0,0.0,15.0,11.0,85.0,21:30,5:30,public transport,red
7581,2,No,Sports,Auditory,5RN1E2,Female,No,43.0,15.0,7.0,16.0,4.0,55.0,0:00,5:00,public transport,blue
7582,1,No,Sports,Auditory,129N5I,Male,Yes,69.0,28.0,0.0,16.0,19.0,92.0,21:30,5:30,public transport,black
7583,1,No,Arts,Visual,G11KAD,Male,No,56.0,26.0,0.0,15.0,15.0,98.0,22:00,6:00,private transport,blue
7584,1,No,Arts,Visual,RFXHX4,Female,No,50.0,26.0,4.0,16.0,10.0,61.0,1:30,6:30,private transport,blue
7585,1,No,Arts,Auditory,LIZZ9I,Female,Yes,59.0,21.0,3.0,16.0,9.0,96.0,23:00,7:00,walk,white
7586,1,Yes,Clubs,Auditory,E8Q9BJ,Female,Yes,72.0,10.0,7.0,15.0,11.0,100.0,22:30,6:30,private transport,white
7587,0,No,None,Auditory,AIGP2E,Male,No,61.0,23.0,4.0,15.0,7.0,100.0,21:00,5:00,public transport,yellow
7588,1,Yes,None,Auditory,U6FQFH,Female,Yes,42.0,0.0,28.0,16.0,11.0,63.0,0:30,6:30,private transport,red
7589,1,No,Clubs,Auditory,LBTV5I,Female,Yes,61.0,17.0,5.0,15.0,19.0,95.0,21:30,5:30,public transport,white
7590,1,Yes,Clubs,Auditory,8SQGI0,Male,Y,80.0,17.0,0.0,16.0,6.0,94.0,22:30,6:30,private transport,yellow
7591,0,No,Clubs,Auditory,1ZJ5DT,Female,No,94.0,0.0,25.0,16.0,8.0,94.0,21:00,5:00,public transport,red
7592,1,No,Clubs,Visual,B7EN79,Female,N,55.0,29.0,1.0,16.0,9.0,95.0,22:00,6:00,private transport,blue
7593,0,No,Arts,Auditory,L3VCGC,Male,No,59.0,12.0,15.0,16.0,15.0,91.0,22:00,6:00,private transport,black
7594,1,No,Clubs,Auditory,ODZFFO,Female,No,53.0,10.0,19.0,15.0,14.0,,22:30,6:30,private transport,red
7595,0,No,None,Visual,0HJCEW,Female,Yes,68.0,11.0,10.0,15.0,9.0,98.0,23:00,7:00,walk,yellow
7596,1,No,None,Auditory,4COSQU,Female,Yes,61.0,18.0,6.0,15.0,15.0,,21:00,5:00,public transport,green
7597,2,No,Arts,Auditory,6ERY3L,Female,No,58.0,15.0,5.0,15.0,18.0,100.0,23:00,7:00,walk,yellow
7598,0,No,None,Auditory,9OFOBS,Male,Yes,94.0,23.0,2.0,16.0,6.0,90.0,22:30,6:30,private transport,green
7599,1,No,Sports,Visual,07EJOO,Male,No,47.0,27.0,3.0,15.0,7.0,87.0,22:30,6:30,private transport,blue
7600,0,Yes,Clubs,Visual,Y84VP4,Female,No,70.0,11.0,5.0,16.0,18.0,94.0,21:00,5:00,public transport,black
7601,1,No,Arts,Auditory,15SW50,Female,Yes,70.0,15.0,7.0,16.0,12.0,94.0,23:00,7:00,walk,blue
7602,1,No,None,Auditory,I90PUV,Female,Yes,68.0,15.0,13.0,16.0,13.0,90.0,22:00,5:00,public transport,black
7603,2,No,None,Visual,IAQ6BI,Female,Yes,75.0,8.0,11.0,15.0,11.0,99.0,22:30,6:30,private transport,white
7604,1,No,Clubs,Auditory,GR6RQK,Male,Yes,61.0,14.0,8.0,5.0,13.0,92.0,21:00,5:00,public transport,blue
7605,1,Yes,Clubs,Auditory,WBGB7Y,Female,Yes,54.0,0.0,25.0,16.0,13.0,97.0,21:30,5:30,public transport,blue
7606,2,No,Arts,Auditory,DS0QOH,Female,Yes,37.0,2.0,20.0,15.0,5.0,76.0,22:30,5:30,public transport,green
7607,1,No,Clubs,Auditory,E6PILL,Female,No,50.0,25.0,0.0,15.0,19.0,100.0,23:00,7:00,walk,red
7608,2,No,Arts,Auditory,UJF6LC,Female,No,68.0,2.0,17.0,15.0,18.0,94.0,23:00,7:00,walk,black
7609,1,No,Arts,Auditory,KIHF4R,Female,Yes,69.0,7.0,21.0,15.0,14.0,93.0,21:30,5:30,public transport,blue
7610,2,No,Clubs,Auditory,T2C34N,Female,Yes,79.0,19.0,2.0,15.0,8.0,98.0,22:00,6:00,private transport,yellow
7611,2,Yes,Arts,Visual,LXKFCL,Male,No,72.0,14.0,6.0,16.0,13.0,,22:30,6:30,private transport,white
7612,0,No,Arts,Visual,2FD3PC,Male,Yes,75.0,13.0,15.0,16.0,7.0,95.0,23:00,7:00,walk,red
7613,2,No,Clubs,Visual,X9RC15,Male,Yes,55.0,19.0,3.0,15.0,15.0,98.0,22:00,6:00,private transport,white
7614,2,No,None,Visual,8YBWNC,Male,No,69.0,14.0,8.0,16.0,17.0,,22:00,6:00,private transport,yellow
7615,1,Yes,Clubs,Auditory,WZ4OZ6,Male,Yes,81.0,12.0,7.0,16.0,9.0,91.0,22:00,6:00,private transport,red
7616,2,Yes,Arts,Auditory,TC9EHB,Female,No,56.0,9.0,7.0,6.0,17.0,98.0,22:30,6:30,private transport,green
7617,1,No,ARTS,Auditory,2OAOQT,Male,No,42.0,19.0,5.0,15.0,14.0,95.0,22:30,6:30,private transport,red
7618,2,No,Arts,Auditory,Q10JCL,Male,Yes,65.0,17.0,6.0,16.0,18.0,94.0,23:00,7:00,walk,green
7619,1,No,Clubs,Auditory,UMADPL,Female,Yes,59.0,25.0,6.0,15.0,13.0,92.0,21:00,5:00,public transport,red
7620,1,No,Clubs,Auditory,1RL2DK,Female,Yes,60.0,5.0,19.0,15.0,12.0,94.0,21:00,5:00,public transport,white
7621,0,No,Arts,Auditory,C7M0NS,Female,Yes,66.0,16.0,11.0,15.0,9.0,93.0,22:30,6:30,private transport,yellow
7622,1,Yes,None,Auditory,8JRAEU,Female,Yes,82.0,0.0,21.0,15.0,6.0,92.0,21:30,5:30,public transport,green
7623,2,Yes,Sports,Visual,HWI50I,Male,Yes,83.0,13.0,5.0,15.0,7.0,,22:00,6:00,private transport,blue
7624,0,Yes,Sports,Auditory,8TT3RB,Female,No,67.0,13.0,3.0,15.0,16.0,93.0,22:30,6:30,private transport,yellow
7625,2,No,Sports,Visual,WGMLR6,Male,Yes,,22.0,0.0,15.0,7.0,98.0,22:30,6:30,private transport,black
7626,0,No,None,Visual,MSUF7J,Female,Yes,91.0,4.0,20.0,15.0,7.0,99.0,21:00,5:00,public transport,black
7627,2,Yes,None,Visual,S00AFH,Female,No,73.0,17.0,3.0,16.0,20.0,94.0,23:00,7:00,walk,green
7628,0,No,None,Visual,6TR3KQ,Male,No,78.0,20.0,7.0,16.0,7.0,93.0,23:00,7:00,walk,black
7629,1,No,Arts,Visual,7H54E9,Male,No,48.0,14.0,11.0,16.0,4.0,51.0,0:00,5:00,public transport,green
7630,1,No,Clubs,Auditory,DWMVH8,Male,No,51.0,17.0,14.0,16.0,3.0,95.0,22:00,6:00,private transport,blue
7631,1,No,Clubs,Auditory,IDHEVU,Female,N,50.0,13.0,17.0,16.0,20.0,99.0,21:00,5:00,public transport,red
7632,0,No,Sports,Auditory,ALUG3Y,Female,No,61.0,8.0,19.0,15.0,12.0,90.0,22:00,6:00,private transport,red
7633,0,Yes,None,Visual,QUTB7S,Female,Yes,83.0,0.0,16.0,16.0,8.0,96.0,23:00,7:00,walk,red
7634,0,No,None,Visual,XMMM9W,Male,No,92.0,10.0,9.0,16.0,5.0,99.0,22:30,6:30,private transport,yellow
7635,2,No,Clubs,Auditory,C1KOJI,Male,Yes,71.0,13.0,6.0,16.0,5.0,98.0,23:00,7:00,walk,yellow
7636,0,No,Sports,Auditory,Z8N5UF,Female,No,65.0,18.0,9.0,15.0,6.0,92.0,22:30,5:30,public transport,black
7637,2,No,Sports,Auditory,IVSTPX,Male,Yes,69.0,15.0,8.0,16.0,8.0,92.0,21:00,5:00,public transport,white
7638,1,Yes,Clubs,Visual,9IX5Q1,Male,No,58.0,13.0,14.0,15.0,19.0,93.0,22:00,6:00,private transport,green
7639,1,Yes,None,Auditory,V46WOV,Male,Yes,78.0,11.0,9.0,16.0,6.0,92.0,22:00,6:00,private transport,black
7640,0,No,Sports,Visual,HU2G08,Male,N,75.0,17.0,10.0,6.0,5.0,93.0,22:30,6:30,private transport,white
7641,1,Yes,Arts,Auditory,GD52B3,Male,Yes,81.0,19.0,2.0,15.0,7.0,92.0,23:30,6:30,private transport,white
7642,1,No,Clubs,Auditory,WRUTNV,Male,Yes,51.0,19.0,12.0,15.0,12.0,93.0,21:30,5:30,public transport,yellow
7643,2,No,Clubs,Visual,5IE4NI,Female,Yes,77.0,19.0,0.0,15.0,10.0,91.0,22:30,6:30,private transport,yellow
7644,1,No,Arts,Auditory,H2MIYZ,Male,Yes,52.0,22.0,3.0,15.0,7.0,93.0,22:00,6:00,private transport,blue
7645,1,Yes,None,Auditory,27PNYZ,Female,Yes,79.0,18.0,3.0,16.0,9.0,92.0,0:00,7:00,walk,green
7646,2,Yes,Clubs,Auditory,ZS3JGB,Male,No,56.0,13.0,3.0,16.0,18.0,98.0,22:30,6:30,private transport,blue
7647,0,No,None,Visual,JW8TZN,Male,No,95.0,13.0,5.0,16.0,5.0,94.0,21:30,5:30,public transport,red
7648,1,Yes,Sports,Auditory,YDIH12,Female,No,43.0,5.0,23.0,15.0,14.0,89.0,23:00,7:00,walk,red
7649,1,Yes,Clubs,Auditory,76HHJW,Male,Yes,70.0,16.0,3.0,15.0,8.0,95.0,21:00,5:00,public transport,yellow
7650,1,No,Clubs,Auditory,7OY9GB,Female,Yes,64.0,25.0,2.0,15.0,10.0,99.0,23:00,7:00,walk,blue
7651,2,No,Clubs,Visual,6SZO1O,Female,No,70.0,10.0,12.0,16.0,15.0,97.0,21:30,5:30,public transport,red
7652,1,Yes,Clubs,Auditory,K3KFQV,Male,No,39.0,13.0,11.0,15.0,6.0,96.0,22:00,6:00,private transport,yellow
7653,1,Yes,NONE,Auditory,KJCEU7,Female,Yes,77.0,9.0,11.0,15.0,9.0,98.0,22:30,6:30,private transport,green
7654,0,No,Arts,Auditory,WBFL28,Male,Yes,73.0,20.0,2.0,16.0,13.0,91.0,21:00,5:00,public transport,blue
7655,2,Yes,None,Auditory,HG5RHO,Female,No,45.0,9.0,15.0,16.0,7.0,97.0,21:00,5:00,public transport,green
7656,1,No,Arts,Auditory,X2YRHX,Female,No,46.0,6.0,18.0,16.0,7.0,60.0,0:30,6:30,private transport,blue
7657,2,No,Sports,Auditory,ALG7T7,Female,No,,3.0,20.0,15.0,4.0,99.0,22:30,6:30,private transport,blue
7658,2,No,Arts,Auditory,ZS4TCG,Female,No,56.0,15.0,7.0,15.0,8.0,93.0,22:30,6:30,private transport,green
7659,0,No,None,Visual,HQNGBK,Male,Yes,89.0,16.0,7.0,16.0,8.0,99.0,21:00,5:00,public transport,white
7660,2,No,None,Auditory,7INVX5,Male,Yes,68.0,15.0,7.0,16.0,16.0,,22:00,6:00,private transport,red
7661,1,No,Arts,Auditory,FZ5WKI,Female,Yes,71.0,21.0,1.0,15.0,13.0,94.0,22:30,6:30,private transport,red
7662,1,Yes,Arts,Visual,Z3IV6U,Male,Yes,76.0,11.0,9.0,15.0,6.0,99.0,23:00,7:00,walk,yellow
7663,0,Yes,CLUBS,Auditory,4GQB19,Female,Yes,79.0,10.0,10.0,16.0,5.0,95.0,23:00,7:00,walk,green
7664,1,No,Clubs,Auditory,AH40HD,Female,No,44.0,0.0,29.0,15.0,8.0,77.0,0:00,7:00,walk,red
7665,1,No,None,Visual,UUWTF2,Male,Yes,81.0,18.0,7.0,16.0,8.0,93.0,22:30,6:30,private transport,blue
7666,0,No,Sports,Auditory,32ZD34,Male,No,51.0,13.0,8.0,15.0,10.0,97.0,22:30,6:30,private transport,red
7667,1,No,None,Auditory,RNVAY9,Male,Yes,62.0,20.0,8.0,15.0,5.0,93.0,23:00,7:00,walk,white
7668,0,No,None,Visual,J4HZ2U,Female,No,73.0,11.0,17.0,15.0,6.0,98.0,21:00,5:00,public transport,black
7669,1,No,Sports,Visual,2AROHV,Male,Yes,65.0,12.0,12.0,16.0,9.0,,23:00,7:00,walk,blue
7670,2,Yes,SPORTS,Visual,KSO7WQ,Male,Yes,79.0,12.0,2.0,5.0,7.0,92.0,21:30,5:30,public transport,blue
7671,0,Yes,None,Visual,DH1NRF,Male,N,79.0,14.0,1.0,16.0,10.0,93.0,22:30,6:30,private transport,white
7672,0,No,Arts,Auditory,E74RNL,Female,Yes,67.0,1.0,21.0,16.0,14.0,93.0,23:00,7:00,walk,white
7673,1,No,Clubs,Auditory,MP3IHL,Male,No,57.0,17.0,14.0,15.0,17.0,98.0,22:30,6:30,private transport,black
7674,0,No,None,Visual,SNUEUF,Male,Yes,80.0,21.0,3.0,15.0,6.0,100.0,22:00,6:00,private transport,black
7675,0,Yes,Sports,Visual,J7IBAC,Male,Yes,79.0,18.0,2.0,15.0,9.0,,23:00,7:00,walk,green
7676,2,No,Arts,Auditory,Z3V9FQ,Male,Yes,59.0,10.0,10.0,15.0,6.0,99.0,21:30,5:30,public transport,yellow
7677,0,Yes,Clubs,Auditory,0FFJ3E,Male,Yes,79.0,20.0,0.0,15.0,9.0,99.0,22:00,6:00,private transport,green
7678,2,Yes,Sports,Visual,TY11XL,Female,No,74.0,4.0,11.0,16.0,10.0,96.0,23:00,7:00,walk,yellow
7679,2,No,Clubs,Auditory,HQ3N99,Female,No,53.0,19.0,0.0,16.0,15.0,,22:00,5:00,public transport,green
7680,1,No,None,Visual,NLBJCE,Female,Y,59.0,12.0,16.0,15.0,17.0,99.0,22:30,6:30,private transport,red
7681,2,No,None,Auditory,VWXTK6,Female,Yes,56.0,4.0,18.0,15.0,9.0,,23:00,7:00,walk,black
7682,1,No,Sports,Auditory,615F70,Female,No,47.0,22.0,3.0,16.0,9.0,89.0,23:00,6:00,private transport,white
7683,0,Yes,Sports,Auditory,3HS3DI,Male,Yes,73.0,12.0,3.0,15.0,18.0,98.0,22:30,6:30,private transport,yellow
7684,1,No,Clubs,Auditory,N6AS4H,Female,Yes,64.0,17.0,7.0,16.0,6.0,91.0,21:00,5:00,public transport,red
7685,0,No,Clubs,Auditory,UKCA2G,Female,No,57.0,13.0,9.0,15.0,11.0,98.0,21:30,5:30,public transport,blue
7686,1,No,Sports,Auditory,EQTSQH,Female,No,51.0,24.0,6.0,16.0,10.0,95.0,22:30,6:30,private transport,blue
7687,2,No,Sports,Auditory,SZLKI6,Male,Yes,56.0,11.0,7.0,15.0,17.0,97.0,23:00,7:00,walk,blue
7688,1,No,Sports,Auditory,XMGXFX,Male,No,54.0,17.0,13.0,16.0,10.0,94.0,23:00,7:00,walk,green
7689,2,No,Sports,Visual,SG0YQC,Male,No,71.0,14.0,9.0,15.0,11.0,99.0,23:00,7:00,walk,white
7690,1,No,Arts,Auditory,2T9687,Female,No,54.0,17.0,8.0,15.0,19.0,95.0,23:00,7:00,walk,blue
7691,0,Yes,Arts,Visual,2L3IBR,Female,No,68.0,10.0,6.0,15.0,16.0,92.0,23:00,7:00,walk,yellow
7692,2,No,Arts,Visual,DS82VU,Female,No,69.0,14.0,9.0,16.0,8.0,98.0,23:00,7:00,walk,green
7693,0,Yes,None,Visual,JJMTI1,Male,Yes,87.0,13.0,4.0,15.0,6.0,92.0,22:00,6:00,private transport,red
7694,0,Yes,None,Visual,KYT1Y6,Female,No,70.0,6.0,10.0,15.0,11.0,97.0,21:00,5:00,public transport,red
7695,2,No,None,Visual,HX3LLX,Male,Yes,62.0,18.0,2.0,15.0,8.0,97.0,23:00,7:00,walk,yellow
7696,2,Yes,Clubs,Auditory,LXOZI0,Male,Yes,63.0,13.0,3.0,16.0,14.0,90.0,21:00,5:00,public transport,white
7697,0,No,None,Visual,C2AVW2,Female,Yes,96.0,12.0,7.0,15.0,7.0,94.0,21:30,5:30,public transport,black
7698,1,Yes,Sports,Auditory,JQ2J9T,Male,No,44.0,19.0,6.0,15.0,10.0,50.0,1:00,5:00,public transport,yellow
7699,1,No,SPORTS,Auditory,YX6CMD,Female,Y,59.0,14.0,13.0,16.0,14.0,98.0,22:30,6:30,private transport,yellow
7700,1,Yes,Clubs,Visual,U0KJRP,Female,No,49.0,1.0,29.0,16.0,13.0,94.0,23:00,7:00,walk,white
7701,2,No,Clubs,Auditory,X5JD48,Male,No,42.0,13.0,9.0,15.0,1.0,92.0,23:30,6:30,private transport,red
7702,0,No,Sports,Auditory,NMQEE5,Male,No,58.0,23.0,4.0,15.0,9.0,95.0,22:30,6:30,private transport,blue
7703,0,Yes,Clubs,Visual,HBYPMW,Female,Yes,85.0,9.0,8.0,15.0,9.0,92.0,21:30,5:30,public transport,red
7704,0,No,Clubs,Auditory,XE6FC6,Male,Yes,69.0,17.0,5.0,15.0,17.0,90.0,22:30,6:30,private transport,green
7705,1,No,None,Visual,GPCXO2,Male,Yes,71.0,21.0,3.0,15.0,10.0,97.0,21:00,5:00,public transport,black
7706,0,No,Sports,Auditory,OIB5UV,Female,No,60.0,7.0,20.0,15.0,6.0,100.0,23:00,7:00,walk,yellow
7707,1,No,Arts,Auditory,OD0BLC,Male,No,51.0,31.0,0.0,16.0,14.0,92.0,22:30,6:30,private transport,white
